Brand Name,Year,Car_variant,Selling Price,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Location
Ford Ecosport,2018,1.5TITANIUM TDCI ,755099,35898,Diesel,Manual,1st Owner,New Delhi
Hyundai Creta,2016,1.6 SX CRDI ,792799,85153,Diesel,Manual,1st Owner,New Delhi
Mahindra XUV500,2015,W4 ,624799,64575,Diesel,Manual,1st Owner,New Delhi
Audi Q3,2015,35 TDI Quattro ,1463399,69463,Diesel,Automatic,3rd Owner,New Delhi
Maruti Ritz,2015,VDI ,359399,60367,Diesel,Manual,1st Owner,New Delhi
Ford Ecosport,2015,1.5TITANIUM TDCI ,522599,41648,Diesel,Manual,1st Owner,New Delhi
Maruti Ciaz,2017,DELTA 1.3 DDIS SHVS ,663299,55420,Diesel,Manual,1st Owner,New Delhi
Ford Ecosport,2018,1.5TITANIUM TDCI ,824199,38694,Diesel,Manual,1st Owner,New Delhi
Maruti Ritz,2015,VDI ,373199,77213,Diesel,Manual,1st Owner,New Delhi
Maruti Vitara Brezza,2017,ZDI ,705899,61639,Diesel,Manual,1st Owner,New Delhi
Maruti Ciaz,2015,VDI (O) SHVS HYBIRD ,487199,122636,Diesel,Manual,1st Owner,New Delhi
Ford Ecosport,2019,1.5TITANIUM TDCI ,867999,42698,Diesel,Manual,1st Owner,New Delhi
Hyundai Grand i10,2015,SPORTZ 1.1 CRDI ,362699,86870,Diesel,Manual,2nd Owner,New Delhi
Maruti S PRESSO,2020,VXI ,445499,6879,Petrol,Manual,1st Owner,New Delhi
Maruti Swift,2015,LDI BS IV ,389999,49562,Diesel,Manual,1st Owner,New Delhi
Ford Ecosport,2018,1.5TITANIUM TDCI ,780499,55573,Diesel,Manual,1st Owner,New Delhi
Maruti Ciaz,2016,VDI+ SHVS ,548699,88082,Diesel,Manual,1st Owner,New Delhi
Ford Ecosport,2018,1.5 TITANIUM TI VCT ,725599,22775,Petrol,Manual,2nd Owner,New Delhi
Maruti Vitara Brezza,2016,VDI ,697799,27613,Diesel,Manual,1st Owner,New Delhi
Mercedes Benz E Class,2013,E 220 CDI ELEGANCE ,1224799,53334,Diesel,Automatic,1st Owner,New Delhi
Maruti Swift,2016,VDI ABS ,405399,106422,Diesel,Manual,1st Owner,New Delhi
Hyundai Elite i20,2017,1.4 CRDI ASTA (O) ,642299,87049,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2013,VDI ,305099,112415,Diesel,Manual,1st Owner,New Delhi
Ford Ecosport,2018,1.5 TDCI TITANIUM PLUS ,819299,53046,Diesel,Manual,1st Owner,New Delhi
Maruti Alto,2020,LXI ,381899,8513,Petrol,Manual,1st Owner,New Delhi
Maruti Vitara Brezza,2016,ZDI PLUS ,686299,63355,Diesel,Manual,1st Owner,New Delhi
Maruti Vitara Brezza,2016,ZDI ,685699,44409,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2015,VDI ,396899,64492,Diesel,Manual,1st Owner,New Delhi
Mahindra Scorpio,2016,S10 ,1022099,87758,Diesel,Manual,2nd Owner,New Delhi
Maruti Swift Dzire,2015,VDI ABS ,448899,51483,Diesel,Manual,1st Owner,New Delhi
Hyundai Creta,2017,1.4 E PLUS CRDI ,833899,95076,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2017,VDI ABS ,562899,47065,Diesel,Manual,1st Owner,New Delhi
Toyota Innova,2014,2.5 VX 7 STR BS IV ,698699,238600,Diesel,Manual,1st Owner,New Delhi
Maruti Vitara Brezza,2016,VDI ,606999,71077,Diesel,Manual,1st Owner,New Delhi
Maruti Vitara Brezza,2017,VDI OPT ,610299,84028,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2015,VDI ,440299,30766,Diesel,Manual,1st Owner,New Delhi
Maruti Vitara Brezza,2016,VDI ,641899,57235,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2017,VDI ABS ,488699,97705,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2013,VDI ,338999,77325,Diesel,Manual,2nd Owner,New Delhi
Maruti Swift,2017,VDI ABS ,546999,52678,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2013,VDI ,335699,47583,Diesel,Manual,1st Owner,New Delhi
Maruti Vitara Brezza,2017,VDI OPT ,661999,66066,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2013,VDI ,329799,67242,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2015,VDI ABS ,418499,47397,Diesel,Manual,1st Owner,New Delhi
Maruti Vitara Brezza,2017,ZDI PLUS ,738099,82799,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2017,VDI ,468799,97684,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2014,VDI ,365399,55011,Diesel,Manual,1st Owner,New Delhi
Maruti Vitara Brezza,2016,ZDI ,649099,54880,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2015,VDI ABS ,439099,56690,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2015,VDI ABS ,412922,57070,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2015,VDI ABS ,432499,69864,Diesel,Manual,1st Owner,New Delhi
Ford Ecosport,2013,1.5TITANIUM TDCI ,396999,85513,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2015,VDI ABS ,395699,112079,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2014,VDI ,390799,39381,Diesel,Manual,1st Owner,New Delhi
Ford Ecosport,2014,1.5TITANIUM TDCI ,448399,50969,Diesel,Manual,2nd Owner,New Delhi
Maruti Swift,2014,VDI ,354499,112541,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2015,VDI ABS ,397399,107170,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2015,VDI ABS ,457399,28321,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2014,VDI ,350799,69784,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2014,VDI ABS ,392299,72498,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2015,VDI ABS ,436099,65741,Diesel,Manual,1st Owner,New Delhi
Maruti Vitara Brezza,2016,VDI OPT ,598899,98660,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2013,VDI ,339699,76942,Diesel,Manual,1st Owner,New Delhi
Maruti S Cross,2018,ALPHA SHVS ,883899,40129,Diesel,Manual,1st Owner,New Delhi
Maruti S Cross,2015,SIGMA 1.3 ,503599,83563,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2013,ZDI ,365499,77659,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2014,VDI ,351899,71940,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2015,VDI ABS ,409199,104680,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2015,VDI ABS ,405799,61862,Diesel,Manual,2nd Owner,New Delhi
Maruti Swift,2013,VDI ,322399,46222,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2014,VDI ,330599,82438,Diesel,Manual,2nd Owner,New Delhi
Maruti Swift,2013,VDI ,330599,64844,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2014,VDI ABS ,366999,35977,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2014,VDI ,380399,33489,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2014,ZDI ,408499,73330,Diesel,Manual,1st Owner,New Delhi
Toyota Innova,2014,2.5 VX 8 STR BS IV ,947799,84262,Diesel,Manual,1st Owner,New Delhi
Maruti Wagon R 1.0,2011,VXI ,266099,54723,Petrol,Manual,1st Owner,New Delhi
Maruti Wagon R 1.0,2010,LXI ,260799,41971,Petrol,Manual,1st Owner,New Delhi
Hyundai VENUE,2021,1.5 SX CRDI MT ,1213499,2213,Diesel,Manual,1st Owner,New Delhi
Maruti Wagon R 1.0,2015,LXI ,343599,58630,Petrol,Manual,1st Owner,New Delhi
Renault Kwid,2021,1.0 RXT Opt AT ,534699,5233,Petrol,Automatic,1st Owner,New Delhi
Honda City,2018,V AT ,926599,32309,Petrol,Automatic,1st Owner,New Delhi
Hyundai i20,2013,ERA 1.4 CRDI ,306299,29974,Diesel,Manual,1st Owner,New Delhi
Renault Kwid,2018,RXT ,391599,15478,Petrol,Manual,1st Owner,New Delhi
Mahindra XUV500,2016,W4 ,693499,79779,Diesel,Manual,2nd Owner,New Delhi
Hyundai Verna,2017,1.6 CRDI SX + AT ,1024699,49358,Diesel,Automatic,1st Owner,New Delhi
Maruti Ritz,2013,VDI ,230399,56117,Diesel,Manual,1st Owner,New Delhi
Jeep Compass,2018,2.0 LONGITUDE ,1270999,71745,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2011,LXI ,314199,23874,Petrol,Manual,1st Owner,New Delhi
Maruti Celerio,2018,VXI ,488499,12225,Petrol,Manual,1st Owner,New Delhi
Honda Amaze,2018,1.2 SAT I VTEC ,720399,17205,Petrol,Automatic,1st Owner,New Delhi
Ford Ecosport,2015,1.5 TITANIUM TI VCT AT ,620799,68344,Petrol,Automatic,1st Owner,New Delhi
Maruti Baleno,2016,DELTA 1.2 K12 AT ,541199,25949,Petrol,Automatic,2nd Owner,New Delhi
Renault Kwid,2017,RXT ,366199,24964,Petrol,Manual,1st Owner,New Delhi
Toyota Etios Liva,2013,D 4D GD ,280699,111761,Diesel,Manual,1st Owner,New Delhi
Maruti Wagon R 1.0,2015,LXI ,334299,49537,Petrol,Manual,2nd Owner,New Delhi
Renault Kwid,2017,RXT ,353499,32153,Petrol,Manual,1st Owner,New Delhi
Hyundai Creta,2019,1.4 S CRDI ,976499,71000,Diesel,Manual,1st Owner,New Delhi
Tata Tiago,2021,XTA 1.2 PETROL ,684299,12299,Petrol,Automatic,1st Owner,New Delhi
Maruti Swift,2012,VDI ,283099,130194,Diesel,Manual,1st Owner,New Delhi
Maruti Baleno,2019,SIGMA 1.2 K12 ,558999,24693,Petrol,Manual,2nd Owner,New Delhi
Hyundai i20,2013,ERA 1.4 CRDI ,312099,38173,Diesel,Manual,1st Owner,New Delhi
Hyundai Grand i10,2016,MAGNA 1.2 VTVT ,420799,80447,Petrol,Manual,1st Owner,New Delhi
Hyundai Verna,2013,FLUIDIC 1.6 SX CRDI ,477499,33302,Diesel,Manual,1st Owner,New Delhi
Honda Amaze,2014,1.2 EXMT I VTEC ,406199,85083,Petrol,Manual,1st Owner,New Delhi
Mahindra XUV500,2017,W8 FWD ,1143899,27478,Diesel,Manual,1st Owner,New Delhi
Hyundai Elite i20,2015,MAGNA 1.2 ,475399,66477,Petrol,Manual,1st Owner,New Delhi
Toyota Fortuner,2013,3.0 AT 4X2 ,1074199,197865,Diesel,Automatic,1st Owner,New Delhi
Mahindra Scorpio,2017,S4+Intelli Hybrid 2WD ,907899,45022,Diesel,Manual,2nd Owner,New Delhi
Maruti Vitara Brezza,2019,ZDI ,875299,30704,Diesel,Manual,1st Owner,New Delhi
Maruti Alto 800,2018,LXI ,312099,35008,Petrol,Manual,1st Owner,New Delhi
Hyundai Elite i20,2015,SPORTZ 1.4 ,398599,94365,Diesel,Manual,3rd Owner,New Delhi
Maruti Ciaz,2016,VXI PLUS ,569299,98363,Petrol,Manual,1st Owner,New Delhi
Mahindra Scorpio,2018,S7 120 BHP 2WD ,1089299,41718,Diesel,Manual,1st Owner,New Delhi
Maruti S PRESSO,2020,VXI ,436999,13665,Petrol,Manual,1st Owner,New Delhi
Maruti Dzire,2017,ZDI Plus AMT ,694399,24577,Diesel,Automatic,1st Owner,New Delhi
Maruti Swift,2013,VDI ,283099,167631,Diesel,Manual,1st Owner,New Delhi
Maruti Ertiga,2013,VDI ABS ,430799,119443,Diesel,Manual,3rd Owner,New Delhi
Maruti Swift Dzire,2013,LDI BS IV ,295899,131211,Diesel,Manual,1st Owner,New Delhi
Ford Ecosport,2014,1.5TITANIUM TDCI ,419699,60628,Diesel,Manual,2nd Owner,New Delhi
Maruti Zen Estilo,2009,VXI ,203099,44809,Petrol,Manual,1st Owner,New Delhi
Maruti Vitara Brezza,2018,VDI ,649499,55051,Diesel,Manual,2nd Owner,New Delhi
Ford Ecosport,2018,1.5 TITANIUM SIGNATURE (SUNROOF) TDCI ,843699,39026,Diesel,Manual,1st Owner,New Delhi
Maruti Vitara Brezza,2016,ZDI PLUS ,696099,37191,Diesel,Manual,1st Owner,New Delhi
Mahindra Scorpio,2016,S10 ,1151599,74906,Diesel,Manual,1st Owner,New Delhi
Ford Ecosport,2014,1.5 TREND TDCI ,430399,89391,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2017,VXI OPT ,498399,70395,Petrol,Manual,1st Owner,New Delhi
Maruti Ertiga,2013,VDI ABS ,528899,49273,Diesel,Manual,1st Owner,New Delhi
Maruti Vitara Brezza,2019,VDI ,747299,66221,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2013,VDI ,315099,66981,Diesel,Manual,1st Owner,New Delhi
Honda Amaze,2013,1.5 EMT I DTEC ,307499,48118,Diesel,Manual,1st Owner,New Delhi
Toyota Fortuner,2013,3.0 MT 4X2 ,1143599,117699,Diesel,Manual,2nd Owner,New Delhi
Toyota Etios,2015,VD 1.4 ,428499,64363,Diesel,Manual,1st Owner,New Delhi
Mercedes Benz E Class,2013,E 220 CDI AVANTGARDE ,866799,122786,Diesel,Manual,3rd Owner,New Delhi
Maruti Alto K10,2012,VXI ,223199,86809,Petrol,Manual,1st Owner,New Delhi
Maruti Alto 800,2016,LXI ,295399,37421,Petrol + CNG,Manual,1st Owner,New Delhi
Maruti Baleno,2018,DELTA 1.2 K12 ,525699,23315,Petrol,Manual,3rd Owner,New Delhi
Jeep Compass,2019,1.4 SPORT PETROL ,1367499,42163,Petrol,Manual,2nd Owner,New Delhi
Hyundai VENUE,2021,1.0L Turbo GDI SX MT ,990499,29645,Petrol,Manual,1st Owner,New Delhi
Datsun Redi Go,2019,T(O) AT ,386699,4555,Petrol,Automatic,1st Owner,New Delhi
Hyundai i10,2009,MAGNA 1.2 ,201199,65882,Petrol,Manual,1st Owner,New Delhi
Hyundai i20,2010,MAGNA O 1.2 ,298999,60774,Petrol,Manual,1st Owner,New Delhi
Toyota Glanza,2021,V CVT ,993999,3527,Petrol,Automatic,1st Owner,New Delhi
Maruti Vitara Brezza,2017,LDI OPT ,646599,28998,Diesel,Manual,1st Owner,New Delhi
Maruti Alto,2019,VXI ,393899,3014,Petrol,Manual,1st Owner,New Delhi
Maruti Baleno,2018,DELTA 1.2 K12 ,597899,16076,Petrol,Manual,1st Owner,New Delhi
Hyundai i10,2012,SPORTZ 1.2 KAPPA2 ,300699,33353,Petrol,Manual,1st Owner,New Delhi
Hyundai Elite i20,2018,Magna Executive 1.2 ,545699,27693,Petrol,Manual,3rd Owner,New Delhi
Renault Duster,2021,RXS 106 PS MT ,913999,2572,Petrol,Manual,1st Owner,New Delhi
Maruti Swift,2015,VDI ABS ,432499,46245,Diesel,Manual,1st Owner,New Delhi
Maruti Baleno,2017,DELTA 1.2 K12 ,588599,19268,Petrol,Manual,1st Owner,New Delhi
Honda Jazz,2021,VX 1.2 CVT ,1013799,6910,Petrol,Automatic,1st Owner,New Delhi
Maruti Alto,2021,LXI ,394399,9578,Petrol,Manual,1st Owner,New Delhi
Renault Kiger,2021,RXZ 1.0 TURBO MT,917499,7661,Petrol,,1st Owner,New Delhi
Mahindra Thar,2021,LX 4WD AT CONVERTIBLE ,1802499,3120,Petrol,Automatic,1st Owner,New Delhi
Maruti Swift,2012,ZXI ,383499,95779,Petrol,Manual,1st Owner,New Delhi
Renault Kwid,2019,RXL ,353599,35084,Petrol,Manual,2nd Owner,New Delhi
Renault Kwid,2019,RXL ,361499,16641,Petrol,Manual,2nd Owner,New Delhi
Ford Figo Aspire,2018,1.2 TITANIUM PETROL ,580399,14063,Petrol,Manual,2nd Owner,New Delhi
Hyundai NEW SANTRO,2021,1.1 MAGNA MT ,557199,5234,Petrol,Manual,1st Owner,New Delhi
Skoda Rapid,2020,STYLE 1.0TSI MT ,1024799,16041,Petrol,Manual,1st Owner,New Delhi
Maruti Ritz,2011,LXI ,239599,77981,Petrol,Manual,2nd Owner,New Delhi
Maruti Alto,2021,LXI CNG ,515999,23641,Petrol + CNG,Manual,1st Owner,New Delhi
Maruti Swift,2018,VXI ,518399,31027,Petrol,Manual,3rd Owner,New Delhi
Maruti Swift,2014,VXI ,404799,31263,Petrol,Manual,2nd Owner,New Delhi
Maruti Baleno,2016,DELTA 1.2 K12 ,565199,40552,Petrol,Manual,1st Owner,New Delhi
Honda City,2010,S MT PETROL ,365199,94660,Petrol,Manual,2nd Owner,New Delhi
Honda Brio,2015,1.2 S MT I VTEC ,371099,50044,Petrol,Manual,1st Owner,New Delhi
Toyota Corolla Altis,2017,GL ,1220199,58639,Petrol,Manual,1st Owner,New Delhi
Maruti Alto K10,2019,VXI ,408899,5633,Petrol,Manual,1st Owner,New Delhi
Toyota Etios Liva,2013,G SP ,376699,36011,Petrol,Manual,1st Owner,New Delhi
Hyundai Grand i10,2019,SPORTZ 1.2 KAPPA VTVT ,540899,39474,Petrol,Manual,1st Owner,New Delhi
Toyota Etios Liva,2012,G ,322999,43321,Petrol,Manual,1st Owner,New Delhi
Toyota Glanza,2021,G CVT ,947399,7965,Petrol,Automatic,1st Owner,New Delhi
Hyundai Grand i10,2016,SPORTZ 1.2 KAPPA VTVT ,411799,87251,Petrol,Manual,1st Owner,New Delhi
Honda Brio,2013,1.2 S MT I VTEC ,320899,39231,Petrol,Manual,1st Owner,New Delhi
Maruti Swift,2014,ZXI ,445199,62822,Petrol,Manual,1st Owner,New Delhi
Maruti Baleno,2017,DELTA 1.2 K12 ,520699,35325,Petrol,Manual,2nd Owner,New Delhi
Tata Safari,2021,XM 2.0 KRYOTEC ,1780899,12456,Diesel,Manual,1st Owner,New Delhi
Ford Ecosport,2016,1.5 TITANIUM TI VCT ,680399,16529,Petrol,Manual,1st Owner,New Delhi
Maruti Alto,2021,LXI CNG ,522599,30016,Petrol + CNG,Manual,1st Owner,New Delhi
Mahindra XUV500,2017,W8 FWD AT ,1151699,90501,Diesel,Automatic,1st Owner,New Delhi
Maruti Dzire,2017,VXI ,596999,56664,Petrol,Manual,1st Owner,New Delhi
Maruti Ciaz,2017,DELTA 1.4 VVT ,726699,17151,Petrol,Manual,1st Owner,New Delhi
Maruti S PRESSO,2021,VXI PLUS ,505599,4055,Petrol,Manual,1st Owner,New Delhi
Maruti Baleno,2017,ZETA 1.2 K12 ,548099,44628,Petrol,Manual,1st Owner,New Delhi
Hyundai Creta,2017,1.4 E PLUS CRDI ,861299,68509,Diesel,Manual,1st Owner,New Delhi
Toyota Etios,2011,VX ,362699,50581,Petrol,Manual,2nd Owner,New Delhi
Maruti IGNIS,2018,DELTA 1.2 K12 ,450699,39475,Petrol,Manual,2nd Owner,New Delhi
Maruti Swift,2013,LDI BS IV ,299299,65801,Diesel,Manual,1st Owner,New Delhi
Maruti Baleno,2017,ALPHA 1.2 K12 ,663999,23054,Petrol,Manual,1st Owner,New Delhi
Mahindra XUV 3OO,2019,W8(O) ,1034499,52439,Diesel,Manual,1st Owner,New Delhi
Maruti Ciaz,2017,ZDI+ SHVS ,625199,56163,Diesel,Manual,2nd Owner,New Delhi
Maruti Swift,2013,LXI ,335899,99646,Petrol,Manual,2nd Owner,New Delhi
Mahindra XUV 3OO,2019,1.5 W6 MT ,859699,40883,Diesel,Manual,1st Owner,New Delhi
Maruti Alto 800,2018,LXI ,326899,36637,Petrol,Manual,1st Owner,New Delhi
Maruti Baleno,2018,DELTA 1.2 K12 ,573699,37259,Petrol,Manual,1st Owner,New Delhi
Maruti Baleno,2019,DELTA 1.2 K12 ,638204,31598,Petrol,Manual,2nd Owner,New Delhi
Maruti Baleno,2018,DELTA 1.2 K12 ,539299,79506,Petrol,Manual,1st Owner,New Delhi
Ford Ecosport,2019,1.5TITANIUM TDCI ,857399,34344,Diesel,Manual,1st Owner,New Delhi
Maruti S PRESSO,2020,VXI PLUS ,444799,18960,Petrol,Manual,1st Owner,New Delhi
Maruti Baleno,2019,ZETA 1.2 K12 ,658799,38501,Petrol,Manual,1st Owner,New Delhi
Ford Ecosport,2019,1.5TITANIUM TDCI ,830399,50122,Diesel,Manual,1st Owner,New Delhi
Maruti Vitara Brezza,2017,VDI OPT ,676799,50921,Diesel,Manual,2nd Owner,New Delhi
Maruti Baleno,2017,ZETA 1.2 K12 AMT ,645199,72192,Petrol,Automatic,1st Owner,New Delhi
Maruti Baleno,2017,ZETA 1.2 K12 AMT ,626799,78713,Petrol,Automatic,1st Owner,New Delhi
Ford Ecosport,2013,1.5 TREND TDCI ,447499,33744,Diesel,Manual,2nd Owner,New Delhi
Ford Ecosport,2018,1.5 TDCI TITANIUM PLUS ,818999,59390,Diesel,Manual,1st Owner,New Delhi
Ford Ecosport,2018,1.5 TITANIUM TI VCT ,818072,14723,Petrol,Manual,1st Owner,New Delhi
Volkswagen Vento,2016,COMFORTLINE TDI AT ,544899,63202,Diesel,Automatic,1st Owner,New Delhi
Ford Ecosport,2018,1.5TITANIUM TDCI ,751199,43375,Diesel,Manual,2nd Owner,New Delhi
Ford Ecosport,2018,1.5 TDCI TITANIUM PLUS ,817699,55408,Diesel,Manual,1st Owner,New Delhi
Ford Ecosport,2018,1.5 TDCI TITANIUM PLUS ,823799,40453,Diesel,Manual,1st Owner,New Delhi
Toyota Etios Liva,2013,GD exclusive ,322899,98961,Diesel,Manual,1st Owner,New Delhi
Maruti Alto,2021,LXI CNG ,505399,26369,Petrol + CNG,Manual,1st Owner,New Delhi
Maruti Baleno,2017,DELTA 1.2 K12 ,531899,50045,Petrol,Manual,1st Owner,New Delhi
Hyundai Verna,2015,FLUIDIC 1.4 EX CRDI ,483799,78433,Diesel,Manual,1st Owner,New Delhi
Ford Ecosport,2018,1.5 TDCI TITANIUM PLUS ,766699,24937,Diesel,Manual,2nd Owner,New Delhi
Ford Ecosport,2017,1.5 TDCI TITANIUM PLUS ,715799,42240,Diesel,Manual,1st Owner,New Delhi
Toyota Corolla Altis,2014,D 4D G ,694399,127751,Diesel,Manual,1st Owner,New Delhi
Ford Ecosport,2017,1.5 TDCI TITANIUM PLUS ,787799,26890,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2013,VDI ,347199,44096,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2015,VDI ,439299,31915,Diesel,Manual,1st Owner,New Delhi
Maruti Vitara Brezza,2016,VDI ,615549,66181,Diesel,Manual,2nd Owner,New Delhi
Maruti Swift,2013,VDI ,327499,68967,Diesel,Manual,1st Owner,New Delhi
Ford Ecosport,2017,1.5 TREND+ TDCI ,595099,113124,Diesel,Manual,1st Owner,New Delhi
Hyundai i20 Active,2015,1.4 SX ,497699,83338,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2013,ZDI ,371345,70807,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2014,VDI ABS ,377599,102988,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2015,VDI ABS ,421099,91686,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2014,VDI ,342599,76338,Diesel,Manual,1st Owner,New Delhi
Hyundai Verna,2019,1.6 SX VTVT (O) ,981699,80631,Petrol,Manual,1st Owner,New Delhi
Hyundai i10,2009,ERA 1.1 IRDE ,204199,44319,Petrol,Manual,1st Owner,New Delhi
Maruti Baleno,2020,SIGMA 1.2 K12 ,600999,12969,Petrol,Manual,1st Owner,New Delhi
Hyundai Eon,2016,D LITE PLUS ,259099,49854,Petrol,Manual,1st Owner,New Delhi
Renault Kwid,2018,RXL ,354799,19738,Petrol,Manual,1st Owner,New Delhi
Honda City,2011,S MT PETROL ,398199,67428,Petrol,Manual,1st Owner,New Delhi
Renault Kwid,2020,RXL ,355499,35674,Petrol,Manual,1st Owner,New Delhi
Tata Tiago,2018,XZA 1.2 REVOTRON ,497499,33006,Petrol + CNG,Automatic,2nd Owner,New Delhi
Maruti Baleno,2017,DELTA 1.2 K12 ,516799,64101,Petrol,Manual,1st Owner,New Delhi
Toyota Fortuner,2017,2.8 4x2 AT ,2596799,79766,Diesel,Automatic,1st Owner,New Delhi
Mahindra Scorpio,2018,S7 120 BHP 2WD ,1183799,23043,Diesel,Manual,1st Owner,New Delhi
Ford Ecosport,2018,1.5 TITANIUM TI VCT ,821399,39392,Petrol + CNG,Manual,1st Owner,New Delhi
Maruti New Wagon-R,2019,ZXI 1.2 ,515199,38553,Petrol,Manual,1st Owner,New Delhi
Mahindra Thar,2017,CRDE 4X4 BS IV ,714199,45150,Diesel,Manual,1st Owner,New Delhi
Maruti IGNIS,2017,ZETA 1.2 K12 ,496399,35452,Petrol,Manual,1st Owner,New Delhi
Maruti Swift,2017,VDI ,478499,41765,Diesel,Manual,2nd Owner,New Delhi
Hyundai VENUE,2019,1.0L Turbo GDI SX MT ,892499,36417,Petrol,Manual,1st Owner,New Delhi
Ford Ecosport,2016,1.5TITANIUM TDCI ,598252,48194,Diesel,Manual,1st Owner,New Delhi
Maruti Swift Dzire,2015,VDI BS IV ,458399,63631,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2015,LDI O ,388299,44171,Diesel,Manual,1st Owner,New Delhi
Maruti Swift,2015,LDI BS IV ,389499,45298,Diesel,Manual,1st Owner,New Delhi
Maruti Swift Dzire,2012,VDI BS IV ,314399,115606,Diesel,Manual,1st Owner,New Delhi
Hyundai Grand i10,2014,SPORTZ 1.1 CRDI ,339399,50837,Diesel,Manual,2nd Owner,New Delhi
Maruti Vitara Brezza,2016,VDI ,583499,79409,Diesel,Manual,2nd Owner,New Delhi
Toyota Fortuner,2013,3.0 AT 4X2 ,1226199,75620,Diesel,Automatic,1st Owner,New Delhi
Maruti Swift,2016,VDI OPT ,467999,39364,Diesel,Manual,1st Owner,New Delhi
Toyota Innova,2015,2.5 VX 7 STR BS IV ,793799,74369,Diesel,Manual,3rd Owner,New Delhi
Maruti Alto K10,2012,VXI ,248499,59674,Petrol,Manual,1st Owner,New Delhi
KIA SELTOS,2020,HTX AT PETROL ,1375849,21784,Petrol,Automatic,2nd Owner,New Delhi
MG HECTOR PLUS,2021,SHARP HYBRID PETROL ,1819949,2775,Petrol,Manual,1st Owner,New Delhi
Renault Kwid,2018,RXL ,322499,22505,Petrol,Manual,2nd Owner,New Delhi
Maruti Ciaz,2021,ALPHA 1.5 MT VTVT SHVS ,1133599,4536,Petrol,Manual,1st Owner,New Delhi
Maruti Ciaz,2021,ALPHA 1.5 MT VTVT SHVS ,1151399,9370,Petrol,Manual,1st Owner,New Delhi
Honda City,2020,VX MT PETROL ,1297699,7212,Petrol,Manual,1st Owner,New Delhi
MG HECTOR,2019,SHARP DCT PETROL ,1794899,8717,Petrol,Automatic,1st Owner,New Delhi
Maruti Celerio,2019,VXI ,511899,33636,Petrol + CNG,Manual,1st Owner,New Delhi
Tata ALTROZ,2020,XZ 1.2 ,822499,7439,Petrol,Manual,1st Owner,New Delhi
Mahindra XUV500,2021,W9 AT ,1850764,20483,Diesel,Automatic,1st Owner,New Delhi
Honda Jazz,2020,1.2 ZX MT ,931099,10343,Petrol,Manual,1st Owner,New Delhi
Maruti Alto,2021,VXI PLUS ,429299,15237,Petrol,Manual,1st Owner,New Delhi
Maruti Baleno,2019,DELTA 1.2 K12 ,682699,24589,Petrol,Manual,1st Owner,New Delhi
Maruti Vitara Brezza,2020,ZDI + AMT ,1065499,18191,Diesel,Automatic,1st Owner,New Delhi
Hyundai Elite i20,2015,ASTA 1.2 ,569499,45293,Petrol,Manual,1st Owner,New Delhi
Honda City,2020,ZX CVT ,1280299,12934,Petrol,Automatic,1st Owner,New Delhi
Maruti Alto,2020,LXI ,352699,25435,Petrol,Manual,1st Owner,New Delhi
Honda City,2020,VX CVT PETROL ,1249299,29009,Petrol,Automatic,1st Owner,New Delhi
